Job-Title,skills,skills2,skills3,skills4,skills5,skills6,skills7,skills8
Data Engineer,Coding, Project management, Fixed income, Data processing, Troubleshooting, Risk management, Stock market, Analytics
Staff Data Engineer,Supply chain, Data modeling, Analytical, Schema, Data quality, Apache, Open source, Gaming
Data Engineer,ETL, S3, NoSQL, Jira, relational SQL, RedShift, Data warehousing, KANBAN
Azure Data Engg,Spark, Azure Data Factory, Python Unix, Pyspark, Microsoft Azure, Hive, Azure Databricks, IT Skills
Data Engineer DW/BI,SQL queries, EC2, ETL, Data Warehouse, data management, Integration, Relational Databases, Salesforce
Data Engineer,spark, NoSQL, SCALA,,,,,
Data Engineer III,Performance tuning, MS SQL, Production support, RDBMS, Coding, Risk assessment, Agile, Stored procedures
Data Engineer,Microstrategy, NoSQL, neo4j, RDBMS, Javascript, HTML, MongoDB, Sensors
Data Engineer,C# Sharp & Dot Net, Python, Blue Prism knowledge, Dot Net, Blue Prism, C# Sharp, RPA, IT Skills
Data Engineer,C# Sharp & Dot Net, Python, Blue Prism knowledge, Blue Prism, Dot Net, RPA, C# Sharp, IT Skills
Data Engineer,Unix, Production support, Business analysis, Coding, Cognos, Debugging, Scrum, Unit testing
Data Engineer,IT Skills, Python, Machine Learning, Automation, Cloud, Manager Technology, Management, Object oriented programming
Data Engineer - Python,IT Skills, Python, Jenkins, AWS, Performance tuning, SQL queries, GIT, query optimization
"Manager, Data Engineering",Computer science, Automation, Change management, SAS, Data management, Coding, Agile, Customer service
Data Engineer -Power BI Developer,snowflake, power bi,,,,,,
Data Engineer ETL (Pune),etl, SQL queries, Data warehousing, Communication, Python, IT Skills, Testing, Cloud
Software Engineer- Data Analytics,Data analysis, NoSQL, Analytical, Diversity and Inclusion, Machine learning, Data quality, Data analytics, digital transformation
Software Engineer - Data Engineering,Computer science, C++, Linux, RDBMS, Postgresql, MySQL, Machine learning, Oracle
Data Engineer-PL SQL,ETL, SQL Server, Informatica, Oracle, Talend, MySQL, DWH, SQL
Data Engineer,PDF Extraction, Scrapping, Python, communication, IT Skills,,,
Data Engineer,AWS, Python, SQL, communication, snowflake, Pandas, IT Skills,
Data Engineer | Advance Auto Parts,SQL,,,,,,,
Data Engineer,Kubernetes, Kubernetes architecture and design,,,,,,
Data Engineer,Data Engineer,,,,,,,
Hiring For Manager- Data Engineering,big data, hive, python, java, spark,,,
Data Engineer,python, API, AWS, IT Skills, Cloud, Big Data, Azure, GCP
Quantitative Data And Analytics Engineer,modelling, statistical modelling, analytical, Statistical modeling, Usage, Publishing, Conceptualization, model development
Data warehouse engineer,tableau, Data warehousing, SQL,,,,,
NLP Engineer and Data Mining Engineer,algorithms, RNN, LSTM, data structures, communication, analytical, Python, IT Skills
Software Engineer (Data Modelling),Conceptual, Data modeling tool, Logical and physical data modeling, 3NF principles, E-R Schema modeling, data architecture, ERWIN tool,
Staff Engineer - Big Data Analytics,Data Science, Hive, Big Data Analytics, Hadoop, Advanced Analytics, Spark, Aws, Machine Learning
Speech & Text Analytics Engineer Data Science,Unix, Text mining, deep learning, data science, Machine learning, Data processing, Data structures, Data mining
Data science engineer (Artificial intelligence),Computer vision, Logistic regression, deep learning, Artificial Intelligence, Shell scripting, Machine learning, Programming, HTML
Data Science Engineer,XML, python, Oracle, ETL, Talend, Tableau, Hadoop, big data
Supply Chain Engineer - Data Centre,Supply chain, Purchase, Development Manager, Machine learning, Equity, Wellness, Hardware, Forecasting
Data Warehouse Engineer,Computer science, metadata, Front end, Data modeling, RDBMS, Consulting, Informatica, Business intelligence
Data Visualization Engineer,Tableau, Python, SOQL BI, R, Tableau Server, SAQL, SCRUM, SOQL
Data Lake Platform Engineer,Computer science, Performance tuning, remediation, NoSQL, Analytical, Data quality, Apache, Analytics
Data Analytics Engineer,Data analysis, dynamo db, Coding, Postgresql, Data analytics, MongoDB, AWS, Analytics
Azure ADF Data Assoc. Engineer,Lake, Azure Data Factory, SQL Server, Data warehouse, Azure Storage, architecture, written, oral
Apache Big Data Cloud Engineer,HDFS, Apache, Blob Storage, Hive, Azure Storage, DataBricks, Cosmos DB, warehousing
Data Science Engineer,Solution architecture, Data management, Data modeling, RDBMS, Business analysis, PLSQL, Workflow, Data quality
DATA COLLECTION ENGINEER,Product management, Linux, RF, Field testing, Mixed signal, Data collection, Sensors, Automotive
Data Injection Engineer,IT Skills, Java, Python, Testing, Data Science, Machine Learning, Cloud, Computer science
Data Analytics Engineer,Data analysis, Data modeling, SSRS, Machine learning, Data processing, HR, microsoft, SSIS
Power BI Data Analytics / Visualization Engineer,Computer science, Data analysis, Networking, SSRS, Active directory, Agile, OLAP, SSIS
Software Engineer - Data Science,Computer science, Data modeling, Analytical, Machine learning, Programming, Information retrieval, data visualization, Data mining
Data Warehouse Engineer,IT Skills, Software Development, Testing, ISO 9001, QMS, Integration testing, Software development life cycle, Manager Technology
Data Migration Engineer,communication, data analysis, analytical, MS SQL Server, gap analysis, IT Skills, MS SQL, Communication Skills
Data Service Engineer II,Supply chain, Data analysis, ERP, Manager Quality Assurance, Linux, Coding, Troubleshooting, Operations
Data Security Engineer,IT Skills, Project Management, BPO, project management, Cism, Linux, Cisa, data security
Data Migration Engineer,data analysis, MS SQL Server, analytical, SQL Server, communication, IT Skills, MS SQL, Computer science
Data Warehouse Engineer - ETL Tools,Excel, SSIS, SQL, analytical, ETL, Profiler Activity, Data Migration, RDBMS
Data Communication Engineer,Socket programming, ip routing, C++, C, Linux, Networking, Sockets, level
Azure Data Factory Engineer,IT Skills, Azure, SQL queries, Cloud, Data warehousing,,,
Data Science Engineer,python, Redis, software development, Mongo, SQL, IT Skills, Machine Learning, Vista
Data Warehouse Engineer,Computer science, metadata, Data modeling, Business analytics, Data structures, Oracle, Business intelligence, SQL
Business Analytics Role - Wholesale/ SME Bank Data,Business Analytics, R, SAS, Data Analytics, SQL, Python,,
Big Data Developer - Talend/Hive/Hadoop,Big Data, Bigdata, Cloud Native, Hive, Hadoop system, Talend, ETL, Git
Big Data Developer,Hadoop, Big Data, Spark, Java, Hive, Linux, HDFS, debugging
Azure Data Solution Architect,Azure Data, Azure Data Factory, Azure, ADF, Azure Data Bricks, Data Lake, Azure Devops, ADB
Talend Developer - ETL/Big Data,Data Ingestion, data warehouse, Hadoop, Big Data, Data Modeling, Talend, ETL, Teradata
Big Data Developer - Hadoop/Java,Java, Hadoop, MapReduce, IT Skills, Python, Cloud, Elastic Search, Big Data
Big Data Developers: Spark/Hive,Hive, Big Data, Spark, IT Skills, Java, Python, Software Development, Cloud
Big Data Developers: Spark/Hive,Big Data, Data Warehousing, NoSQL, Hive, Lambda, Hadoop, Java, Data Lake
Big Data Developers: Spark/Hive,Hive, Big Data, Spark, Data Warehousing, Python, Dynamo DB, Kinesis, Hadoop
Application Developer - Hadoop/ Big Data,IT Skills, Testing, Juniper, Scala, Hadoop, Big Data, Spark, Data Modeling
Big Data Developer - Java/Spark/Scala,ElasticSearch, GraphQL, Kafka, Java, Scala, Big Data, Spark, ETL
Big Data Developer - Java/Spark/Scala,Java, Scala, Spark, Elasticsearch, Big Data, ETL, SQL,
Big Data Developers- Spark/Hive,Big Data, Hive, Spark, Lambda, EMR, Java, NoSQL, Kinesis
Manager - Data Analytics - IIT / IIM,Data Analytics, IT Skills, Python, Big Data, Tableau, Power BI, Data Visualization, Data Modeling
Data Migration Lead,Computer science, Data migration, NoSQL, PDF, Agile scrum, RDBMS, Agile, data governance
Data Science Consultant & Lead - Oil & Gas project,python, machine learning, artificial intelligence, sql server, data science,,,
Big Data Developer - ETL/Hadoop,Hadoop, ETL, AWS, Java, Scala, Big Data, Javascript, MongoDB
Data Ingestion Developer ( Big Data | Hadoop),Data Ingestion, Hadoop, Big Data, Hive, Sqoop, Cloudera, Flume, Spark
Big Data Developer - Hadoop/Python,IT Skills, Java, Python, Software Development, DevOps, Big Data, Jenkins, Data Migration
AI Research Scientist,Computer science, Computer vision, Publishing, Artificial Intelligence, Machine learning, Computer architecture, Performance optimization, high performance computing
Datastage Developer - Big Data/ETL Tools,IT Skills, Testing, Big Data, Shell Scripting, RDBMS, ETL Tools, XML, Datastage
Decision Scientist II,Product management, Computer science, Business analytics, Analytical, Agile, Data quality, MATLAB, SQL
Big Data Developer - Hadoop,IT Skills, Java, Python, PHP, Testing, Big Data, Business Intelligence, Hive
Big Data Developer - ETL/Hadoop,Java, Scala, Hadoop, Big Data, Javascript, MongoDB, ETL, Solution Implementation
Big Data Developer - Java/ Python/ HDFS,Spark, Java, HDFS, Kafka, Oracle, Redis, Python, Unix
Big Data Developer - IIT/IIM,Big Data Architect, IT Skills, Java, Python, Testing, DevOps, CSS, Javascript
Big Data Developer - Hadoop/Python/Java,Java, IT Skills, Python, Testing, DevOps, CSS, Javascript, Big Data
Big Data Developer - Python/Hadoop,Hive, Kafka, Big data, SQL, data structures, Python, debugging, Scala
ELK Developer - Java/Big Data/Hadoop,Java, ELK, Big Data, Elasticsearch, Hadoop, J2EE stack, APIs, Devops
Big Data Developer - Hadoop/Hive/MapReduce,Maven, Java, Hadoop DFS, HBase, Hive, Big Data, AWS, Spark
Spark / Scala Developer - Big Data / Elasticsearch,Spark, Java, NoSQL, Elasticsearch, Linux, Scala, Cassandra, Hadoop
Azure Big Data Developer,Big Data, Hadoop, NoSQL, communication, PostgreSQL, Hive, CosmosDB, SparkSQL
Big Data Developer - Java/Python/HDFS,HDFS, Linux, Java, Kafka, Spark, PostgreSQL, shell scripting, MongoDB
Scala Developer - Spark/ Big Data Architecture,Python, IntellIj, Hive, SQL scripts, ORC, Spark, Big Data architecture, S4 hana
Kafka Developer - Big Data/Spark,Kafka, Big Data, Spark, zookeepers, communication, KStream, KSQL, IT Skills
Big Data Developer - Hadoop/AWS,Big Data, Spark, Java, Hadoop, AWS, Hive, Hadoop DFS, Analytical
Python Developer - Data Analytics,Data Analytics, Python, SQL, PySpark, Hadoop, Statistical Modeling,,
Lead Data Technology,Data management, Data modeling, SSRS, SSIS, microsoft, Analytics, SQL, CRM
Data Platform Lead,Architect, Automation, Data Architect, Venture capital, Cloud, Technical architecture, Management, AWS
Data Analyst - Python,SQL Python, Python, analytical, communication, data analytics, machine learning, SQL queries, IT Skills
Senior Data Architect,Computer science, Software design, big data analytics, Machine learning, SCALA, Data processing, data visualization, big data architect
GIS Analyst Geoinformatics and Data Analysis,GIS, Geoinformatics, Spatial Data Analysis, Point Cloud data, IT Skills, Cloud, ARCPY, QGIS PIX4D
Data Analyst (3-4 yrs. exp.)+SQL/statistics/excel/python,Forecasting, Statistical Analyses, Data Analytics, analytics, SAS, excel modeling, Excel, Tableau
Senior Data Developer,data cleansing, Performance tuning, Team management, Statistical analysis, Data modeling, Workflow, HTML, Data quality
Data Governance Analyst - Immediate Joiners,data governance,,,,,,,
Senior Tableau Developer With Data Analytics,digital analytics, data analysis, Adobe Analytics, Tableau, Google Analytics, analytical, visualizations, IT Skills
AWS Data Engineer ( Associate ),IT Skills, Big Data, AWS, SQL queries, Disciplinary action, spark, amazon redshift, Data quality
Data Engineering Associate,IT Skills, Python, Cloud, Big Data, AWS, Azure, Data migration, Architecture
"Senior Manager , Data Analytics",Supply chain, Computer science, Business process, Automation, Project management, Manufacturing engineering, Workflow, Application development
Senior GCP Data Enginee,Composer, GCP, RDBMS, Bigquery, Data Flow, Python, Cloud SQL, No SQL
Urgent Hiring For Spotfire/Qliksense data analyst,data analysis, spotfire, qliksense, dashboard, sql,,,
Data Management Analyst (BPR),RPA, VBA, Data Management, SAP, Data Collection, Data analytics, Tableau, UI path
SAP MDM (Master Data Management) Data Analyst,data analysis, sap mdm, SAP ERP Implementation, SAP Implementation, master data management, SAP ECC, MDM, Sap Hana
Big Data Analyst - Bi/dw Program Management,Big Data Analyst, data analysis, Big Data, DW program management, oral, ETL, written communication, BI
Immediately Looking For Data Analyst with SAS,SAS, SQL, Python, IT Skills, Javascript, Base SAS, Basic Statistics, SAS SQL
MIS Executive / MIS Analyst / MIS Specialists / Data Analyst,MIS, BPO, data analysis, Excel, Data Management,,,
Data Analyst,Executive Leadership, Statistical Tools, Report Preparation, Data Analysis, Data Maintenance, Data Governance, Predictive Analytics,
Trainer :- MIS & Data Analyst,MS Excel, VBA, Vba Automation, VBA Access,,,,
Data Management Analyst,RPA, VBA, UI path, Data analysis, SAP, Excel macro, SQL,
Data Analyst - Fintech Co,Data Analysis, ETL, data analyist, Data Cleansing, data maining,,,
Data Analyst,Data Validation, Data Visualization,,,,,,
Data Analyst,R, Algorithms, Segmentation, SAS, XML, Data Analysis, Data Mining, Data Visualization
Position of Manager-Data Analyst-preferably from Retail Industry-Delhi,data modelling, Data Extraction, Data Mining, Segmentation, data analyst,,,
Data Analyst,Excel, Tableau, SQL, Data Analysis,,,,
Data Analyst,Data Analysis, MIS, Data Management, SQL Database, Data Visualization, Advanced Excel,,
Data Analyst,Algorithms, Machine Learning Algorithms, Data Analysis, Statistics, MIS Reporting,,,
Data Analyst,Data Analytics, analytical solutions, Hive, Power BI, Data visualization, Data Analyst, Tableau, SQL
Data Analyst - SAS + Python/SQL - 4-8yrs - Worked with big datasets,SAS, Data Analytics, Python, SQL,,,,
Data Analyst (Work From Home),MIS, BPO, data analysis, Data Validation, MIS Preparation, MIS Operations, Data Management, Advanced Excel
MIS Data Analyst,Data Mining, Data Entry,,,,,,
"Data Analyst For MNC Bank - Goregaon, Mumbai",Advanced Excel, Data Analyst, MIS Reporting, VBA, Macro, Research Analysis, Data Analysis, Review Data
Data Analyst For retail @Noida,Excel, advance excel, data analyst,,,,,
Big Data Developer,big data devloper, python, Data Engineering, data engineer, Big Data, AWS, Hadoop, IT Skills
Urgent Requirement For Big Data - Spark Hadoop,spark, hadoop, big data, Python, Java, SQL, AWS,
Data Architect,Microstrategy, Computer science, Automation, Data analysis, Data management, MIS, Agile, Customer service
